tic_id,best_subject_id,best_subject_sector,is_eb_catalog,eb_score_group,eb_score,num_votes_eb,num_votes_transit,num_users,num_comments,updated_at,best_subject_img_id,num_subjects,sectors,subject_ids,SIMBAD_MAIN_ID,SIMBAD_Is_EB,SIMBAD_OTYPES,SIMBAD_V__vartyp,SIMBAD_angDist,SIMBAD_Match_Score,VSX_OID,VSX_n_OID,VSX_V,VSX_Name,VSX_Is_EB,VSX_Type,VSX_Period,VSX_angDist,VSX_Match_Score,ASASSN_Name,ASASSN_URL,ASASSN_Is_EB,ASASSN_Type,ASASSN_Prob,ASASSN_Per,ASASSN_angDist,ASASSN_Match_Score
400302671,48947935,26,T,02,2,2,0,2,2,2020-08-30 16:33:08.582000+00:00,1efad4d8-c353-4181-8b00-0c32c9af4058,1,26,48947935,ATO J263.3242+14.5053,T,*|EB?|IR,EW:,0.239778,5.0,106413,B,0,ASAS J173318+1430.3,T,EC|DSCT|ESD,0.325188,0.033693,1.0,J173317.72+143019.0,https://asas-sn.osu.edu/variables/79641,T,EW,1.0,0.2796005,1.71325,4.0
400323948,62803189,37,-,00-,-1,1,2,3,3,2021-06-29 18:02:43.591000+00:00,3fc9ad61-0ae3-4fd3-ae9f-e4ba5e0d6ae1,1,37,62803189,UCAC4 111-035874,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
400400805,33239772,9,-,01,1,1,0,1,1,2019-05-18 04:33:38.486000+00:00,789c3b13-a98c-4d2b-b5ca-17d2ebe9cf1c,1,9,33239772,HD  76726,-,*|IR|UV,,,2.0,,,,,-,,,,,,,-,,,,,
400445441,60855960,36,F,02,2,2,0,2,2,2021-05-10 00:15:36.177000+00:00,cfd4521f-ffb6-4035-91aa-b74fbadc70f9,3,"36,9,9","60855960,33235971,41431165",* H Vel,-,SB*|SB*|**|*|IR|UV,,,5.0,683710,B,0,HD 76805,F,ELL,1.09766,2.525451,1.0,,,-,,,,,
400525177,33216420,9,-,03,3,3,0,4,4,2019-05-20 17:51:00.429000+00:00,ad427a61-683a-4c70-b615-35f07f2567f5,8,"9,9,9,8,9,8,9,8","33216420,33216430,41408922,32580194,33216439,32580189,33216449,32580200",TYC 8160-951-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
400621146,40890944,20,-,03,3,3,0,3,3,2020-03-06 10:45:45.958000+00:00,71dca57d-b5ff-451e-9735-ea99fe7d0203,1,20,40890944,2MASS J06234934+3140515,-,PM*|PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
400675528,46379575,24,-,03,3,3,0,4,4,2020-09-08 13:47:50.103000+00:00,0c043ca6-eb32-4efc-8aa5-9705249130cd,1,24,46379575,,-,,,,,,,,,-,,,,,,,-,,,,,
400786146,62784767,37,-,00-,-6,2,8,10,11,2021-10-29 11:57:22.938000+00:00,9513c81c-0958-479f-aa45-b2d54ed7fc2a,1,37,62784767,TYC 8970-497-1,-,*,,0.001389,5.0,,,,,-,,,,,,,-,,,,,
400852783,33225662,9,-,02,2,2,0,3,3,2019-06-01 21:36:22.817000+00:00,556a1aa6-8da2-4c79-8b90-e6d07166d6bf,5,"9,9,9,9,8","33225662,33225631,33225649,41420652,32567050",CD-47  4562,-,*|IR,,,2.0,,,,,-,,,,,,,-,,,,,
400861216,34098236,10,F,01,1,1,0,1,1,2019-06-26 19:06:02.550000+00:00,92453495-237d-4a80-ba5c-cdd848aced47,1,10,34098236,HD 103302,-,*|IR,,,5.0,305444,B,0,HIP 57987,F,ACV,1.48091,0.015281,1.0,J115338.10-491910.6,https://asas-sn.osu.edu/variables/261630,-,VAR,0.478,524.9385191,3.427475,4.0
400940488,46389478,24,T,05,5,5,0,5,5,2020-06-18 09:41:40.860000+00:00,963833ea-0383-4377-bc17-9de549a7b464,3,"24,25,18","46389478,48219922,39476829",V* V1065 Cas,T,EB*|V*|*|IR|X,,,5.0,144258,B,0,V1065 Cas,T,EA/RS,13.651,0.080997,1.0,J010928.70+683915.6,https://asas-sn.osu.edu/variables/273559,F,ROT:,0.675,0.0,1.228095,4.0
401137605,62787826,37,-,01,1,1,0,1,1,2021-06-23 18:19:56.294000+00:00,ad6f4620-4510-46ad-89b7-cf0ab6b56c14,1,37,62787826,HD 107920,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401222202,46390006,24,T,02,2,2,0,4,5,2020-06-30 09:21:37.996000+00:00,9ccb69cd-38c2-4bf3-bddd-cac5c3007293,1,24,46390006,ATO J324.5035+59.7703,T,*|EB?|IR,EA:,0.005972,5.0,630944,B,0,WISE J213800.8+594613,T,EA,0.4705378,0.01104,1.0,J213800.84+594613.2,https://asas-sn.osu.edu/variables/J213800.84+594613.2,T,EA,0.999,0.4705516,0.212211,4.0
401227592,34548249,11,-,00-,0,2,2,5,5,2020-11-08 15:23:16.862000+00:00,662dd6ef-bc7c-4b18-91fc-465a24654541,2,"11,10","34548249,34105121",TYC 8243-1229-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401283890,62805443,37,-,00-,0,1,1,1,1,2021-06-19 17:32:58.708000+00:00,98e0a477-93c0-41cb-9540-323dc446d1b2,1,37,62805443,UCAC4 198-073015,-,PM*|**|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401309413,33273428,9,-,00-,0,2,2,3,3,2019-05-20 14:13:47.245000+00:00,1ed7312a-d31b-454f-8955-e2c5f70e3bc1,3,"9,8,9","33273428,32622818,33273459",TYC 8173-998-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401478684,60850600,36,F,01,1,1,0,1,1,2021-05-14 02:48:53.669000+00:00,b8ae9f18-d695-40fa-9dda-1184fa4dbdca,2,"36,35","60850600,60029322",V* OY Vel,F,a2*|**|V*|*|IR|UV,,,2.0,37728,B,0,OY Vel,F,ACV,1.48782,0.10525,1.0,J090144.28-521122.9,https://asas-sn.osu.edu/variables/337541,-,VAR,0.325,0.0,4.530006,2.0
401590951,62789506,37,-,00-,0,1,1,4,4,2021-06-24 13:01:33.925000+00:00,75750ed6-d841-43aa-93ee-a6793ee84d85,2,"37,38","62789506,64619771",TYC 9225-4681-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401604346,50176077,27,-,00-,-2,1,3,3,4,2022-05-23 10:00:56.300000+00:00,d9cd2aa1-84d7-48ae-b633-ef46a40a614e,1,27,50176077,TYC 9329-167-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401606923,36043548,13,-,02,2,2,0,4,4,2020-05-02 09:08:55.194000+00:00,1f75cd13-0797-41d5-ad1d-308f1ec246a9,1,13,36043548,CPD-82   799,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401621633,65559519,39,-,03,3,3,0,3,3,2021-08-10 18:15:49.214000+00:00,db4dc39b-ca68-4613-bd7e-9a3ef33a95b1,1,39,65559519,,-,,,,,,,,,-,,,,,,,-,,,,,
401625800,50176080,27,-,01,1,1,0,1,1,2020-10-10 16:31:40.836000+00:00,270b73e9-85fe-4e91-8232-7bd1492449cd,1,27,50176080,CPD-78  1329,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401626459,35173732,12,-,04,4,4,0,5,5,2020-04-23 18:36:26.411000+00:00,84b510c2-1f8c-444e-96f9-0bc6d92788cd,2,"12,11","35173732,34548392",HD 128696,-,V*|PM*|*|IR|X,,,5.0,443659,B,0,GDS_J1440383-600137,-,VAR,,1.234471,1.0,J144038.14-600137.3,https://asas-sn.osu.edu/variables/407020,-,VAR,0.329,185.7777425,2.475561,2.0
401675210,64619066,38,T,03,3,3,0,4,4,2021-07-30 16:30:25.026000+00:00,03e504fd-3b58-47eb-9bdb-a875cbd820e4,2,"38,39","64619066,65544586",CD-77   655,-,*|IR,,,5.0,98162,B,0,ASAS J142524-7758.4,T,EA,2.6851,0.049851,1.0,J142523.83-775820.7,https://asas-sn.osu.edu/variables/111126,-,VAR,0.331,0.0,1.650615,4.0
401677968,35168570,12,F,01,1,1,0,2,2,2019-07-30 12:49:54.073000+00:00,8c6bd0d0-d831-4a06-a359-35de4453ac8d,1,12,35168570,HD 125903,F,a2*|*|IR,,,5.0,305524,B,0,HIP 70679,F,ACV,1.56465,0.010333,1.0,J142724.23-755347.9,https://asas-sn.osu.edu/variables/111096,-,VAR,0.572,827.679193,0.789988,4.0
401683991,41435299,9,-,01,1,1,0,2,2,2020-03-29 17:39:39.824000+00:00,6da66d42-bc9c-40f3-9e08-2e7ca8fd45c3,1,9,41435299,HD  77883,-,PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401701823,65552176,39,-,01,1,1,0,1,1,2021-08-07 05:58:03.663000+00:00,273a914a-e63e-430f-9595-ade4015981a0,1,39,65552176,EC 21012-8236,-,PM*|*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401701828,65551415,39,T,02,2,2,0,4,4,2021-08-10 09:04:42.093000+00:00,9335508c-cb36-404d-a5a4-585119b59dd0,1,39,65551415,HD 199608,-,*|IR,,,5.0,120696,B,0,ASAS J211021-8225.5,T,ED,1.16746,0.047732,1.0,J211019.50-822527.6,https://asas-sn.osu.edu/variables/197480,-,VAR,0.261,0.0,0.932617,4.0
401735441,36959137,14,-,01,1,1,0,1,1,2019-10-06 20:01:42.208000+00:00,d095bac9-ee16-4c88-84af-5728b56ead01,1,14,36959137,HD 231093,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401744720,33296599,9,F,01,1,1,0,1,1,2019-05-15 22:27:36.662000+00:00,753c0acb-a78e-4cb7-bf92-371a037af2c2,2,"9,9","33296599,33847045",HD  77906,-,*|IR,,,5.0,88556,B,0,V0526 Vel,F,HADS(B),0.077459,0.047973,1.0,J090313.51-520228.8,https://asas-sn.osu.edu/variables/332056,-,VAR,0.442,0.0,1.605473,4.0
401789773,41411063,9,-,01,1,1,0,1,1,2020-03-28 14:23:31.769000+00:00,fe3a70c2-ee14-4789-bbbf-49effcb0ddda,2,"9,8","41411063,32625178",HD  78082,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401820823,65549024,39,F,01,1,1,0,1,1,2021-08-09 14:13:15.516000+00:00,7fd80534-35ba-486d-bc6a-76e77887ee2a,1,39,65549024,CD-86   147,F,Ro*|PM*|V*|*|IR|UV|X,rot,,5.0,123119,B,0,ASAS J232748-8613.3,F,TTS/ROT,0.6975,0.031488,1.0,J232747.66-861320.9,https://asas-sn.osu.edu/variables/135437,F,ROT:,0.338,423.5632066,2.811019,4.0
401821253,65551565,39,-,01,1,1,0,1,1,2021-08-14 15:20:41.591000+00:00,86990be5-9470-444e-b93b-974730a1be4a,1,39,65551565,CPD-88   203,-,PM*|PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401840741,29710260,3,T,01,1,1,0,1,1,2019-01-26 22:18:08.659000+00:00,4737fb94-e5c3-4483-a93f-969c3d4fdd28,2,"3,2","29710260,28544132",HD  10922,F,Ro*|PM*|V*|*|IR|X,rot,,5.0,53823,B,0,NSV 15388,T,EC|ESD|ELL,10.896,0.423231,1.0,J014612.88-465652.1,https://asas-sn.osu.edu/variables/84287,-,VAR,0.307,0.0,0.860277,4.0
401854047,60848485,35,-,01,1,1,0,1,1,2021-05-09 23:35:31.597000+00:00,0ee777bf-49ca-4e65-8d44-b9828f83c799,1,35,60848485,SCR J0904-4851,-,PM*|PM*|*|IR,,,1.0,,,,,-,,,,,,,-,,,,,
401869914,29719218,3,T,06,6,6,0,6,6,2019-01-31 18:52:03.207000+00:00,657683b3-8103-4de3-b28f-744b58f723a4,6,"3,3,3,4,4,4","29719218,29719227,29719223,30156788,30156791,30156790",V* TT Hor,T,EB*|V*|*|IR|V*?,EB,,5.0,15926,B,0,TT Hor,T,EA+DSCT,2.6082123,0.034864,1.0,J032704.44-455256.2,https://asas-sn.osu.edu/variables/77049,T,EA,1.0,2.60828,0.80415,4.0
401872541,52624389,30,-,01,1,1,0,1,1,2020-11-26 20:31:49.012000+00:00,168855ea-c276-4255-9ff2-284c49bf6859,1,30,52624389,CD-46  1047,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401889117,30149873,4,T,04,4,4,0,4,4,2019-02-11 09:25:56.793000+00:00,b38b01e7-2f0f-4e88-9fd2-aa1b957afa56,6,"4,4,3,3,4,3","30149873,30149875,29720972,29720982,30149872,29720980",CD-42  1129,-,PM*|*|IR,,,5.0,75399,B,0,ASAS J032858-4215.6,T,ED,6.585975,0.031539,1.0,J032858.57-421538.3,https://asas-sn.osu.edu/variables/145754,F,ROT:,0.327,0.0,2.509198,4.0
401901381,36970741,14,-,01,1,1,0,2,2,2020-05-02 00:50:11.623000+00:00,2b5b8be3-5689-48b1-9434-6bc8df60dcf8,1,14,36970741,2MASS J19182027+1448191,-,PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401913504,30273243,4,F,02,2,2,0,2,2,2019-02-13 09:01:18.664000+00:00,e001818c-9627-479d-8021-5fcad0b43b3d,3,"4,31,30","30273243,54447538,52623819",V* TU Hor,F,El*|SB*|PM*|V*|SB*|*|IR|UV,,,5.0,15927,B,0,TU Hor,F,ELL,0.935971,0.075157,1.0,J033036.76-472226.7,https://asas-sn.osu.edu/variables/77080,-,VAR,0.341,0.0,4.224445,4.0
401925979,30861363,5,T,02,2,2,0,3,3,2019-03-11 15:34:54.038000+00:00,8e3276ab-b5f9-4ba9-8d96-3a7a8897c21d,4,"5,5,5,5","30861363,30861370,30861372,30861367",HD  24017,T,EB*|EB*|**|V*|*|IR,EW,,5.0,129540,B,0,NSVS 12166552,T,EB|EW,0.480188,0.135306,1.0,J034930.67-043114.9,https://asas-sn.osu.edu/variables/175714,-,VAR,0.396,0.0,1.181924,4.0
401926767,30957353,5,-,04,4,4,0,4,4,2019-03-06 02:12:56.295000+00:00,7dc7d014-9189-44d4-baf6-6c0549125d3b,3,"5,5,5","30957353,30957360,30957364",StKM 1-412,-,PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401928563,30950680,5,T,02,2,2,0,3,3,2019-03-06 17:11:27.228000+00:00,51f95a43-c420-4111-b652-548c9c296ca0,3,"5,5,5","30950680,30950678,30950682",ASAS J034949-0552.5,T,EB*|EB*|V*|**|*|EB?|IR,EW:,,5.0,75661,B,0,ASAS J034949-0552.5,T,EC|DSCT,0.36264,0.056996,1.0,J034948.76-055223.1,https://asas-sn.osu.edu/variables/175405,T,EW,0.998,0.3626164,0.621123,4.0
401945732,30870238,5,-,00-,0,1,1,2,2,2019-03-13 13:38:51.680000+00:00,bcaf0bec-2e40-4356-8e80-d03be8769f7a,1,5,30870238,HD  24171,-,PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
401946845,30910546,5,T,03,3,3,0,3,3,2019-03-13 12:49:48.079000+00:00,85fa0741-99f4-415e-89cd-17f039a078bf,3,"5,5,5","30910546,30910538,30910541",ASAS J035120-0331.4,T,EB*|EB*|V*|*|EB?|IR,EW:,,5.0,75683,B,0,ASAS J035120-0331.4,T,EC,0.4909,0.035667,1.0,J035119.73-033119.9,https://asas-sn.osu.edu/variables/270671,T,EW,0.992,0.49091,0.370805,4.0
401969526,30875483,5,-,01,1,1,0,2,2,2019-03-09 07:14:31.851000+00:00,65073c98-6aa8-4e79-90bd-6351033c2d5c,1,5,30875483,HD  24326,-,*|IR|UV,,,5.0,,,,,-,,,,,,,-,,,,,
402026209,50593831,28,T,01,1,1,0,4,4,2020-10-20 21:21:09.200000+00:00,3d34a98b-f86e-4fb4-9a61-e92db28b28ab,1,28,50593831,WASP-4,-,PM*|V*|*|IR,,,5.0,161265,,0,WASP-4,T,EP,1.3382277,0.0273,1.0,,,-,,,,,
402030332,35170722,12,-,00-,0,1,1,1,1,2020-04-23 19:13:22.167000+00:00,923a20a9-11d9-42d1-9fbd-af40a2b22893,1,12,35170722,TYC 9431-2891-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
402065927,28448398,1,T,04,4,4,0,4,4,2018-12-13 16:42:54.042000+00:00,ca1082a3-af8e-410d-91d7-3e2296610e71,3,"1,1,1","28448398,28448394,28448403",ASAS J233041-6953.5,T,EB*|V*|*|IR,EW,,5.0,123154,B,0,ASAS J233041-6953.5,T,EB,0.631471,0.067312,1.0,J233040.47-695334.3,https://asas-sn.osu.edu/variables/105175,T,EB,1.0,0.631471,1.919115,4.0
402094180,65543974,39,-,00-,0,1,1,1,1,2021-08-14 21:17:30.675000+00:00,e866d1ee-7611-4e77-a042-fc81cfccdb3b,1,39,65543974,TYC 9427-184-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
402107145,34098434,10,T,02,2,2,0,3,3,2019-06-28 16:10:50.952000+00:00,eebc700e-9d57-4072-a4de-1d06170db35a,1,10,34098434,V* QY Hya,T,EB*|SB*|V*|*|IR|X,EB,,3.0,16292,B,0,QY Hya,T,EW/RS,0.2923355,1.935241,1.0,J120920.65-275856.2,https://asas-sn.osu.edu/variables/111129,F,DSCT:,0.845,0.1461675,0.797504,2.0
402112785,51641847,29,-,01,1,1,0,3,3,2020-11-16 12:06:36.333000+00:00,b04608fa-d132-40eb-b5d9-1d5742655e30,2,"29,2","51641847,28542894",G 267-164,-,PM*|PM*|*|IR,,,2.0,,,,,-,,,,,,,-,,,,,
402116291,62787050,37,-,01,1,1,0,1,1,2021-06-19 17:26:06.733000+00:00,5d7a4d97-6e4c-4e0f-ad19-239e72e6bde6,1,37,62787050,HD 105830,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
402130407,28543537,2,T,01,1,1,0,2,2,2021-04-05 21:21:54.282000+00:00,4f87ad9b-330e-4cd0-a30c-d24174681c5b,3,"2,2,2","28543537,28543543,28543547",1SWASP J004633.78-333058.0,T,EB*|EB*|V*|*|EB?,EW:,0.00601,5.0,73755,B,0,ASAS J004634-3331.0,T,EW,0.29914022,0.048184,1.0,J004633.81-333057.5,https://asas-sn.osu.edu/variables/180397,T,EW,1.0,0.2991389,0.686449,4.0
402227264,64606854,38,-,01,1,1,0,1,1,2021-07-28 22:38:43.341000+00:00,d6f587db-acfd-4d01-bfed-dce775044108,1,38,64606854,,-,,,,,,,,,-,,,,,,,-,,,,,
402324760,28542657,2,T,01,1,1,0,1,1,2018-12-17 18:39:53.163000+00:00,13588ff9-fa57-47dc-8b0b-4b777cf7fb3c,2,"2,2","28542657,28542664",ASAS J233508-1549.3,T,EB*|EB*|EB*|V*|**|*|EB?|IR,EW:,,5.0,123199,B,0,ASAS J233508-1549.3,T,EW/RS,0.361416,0.045478,1.0,J233508.12-154920.0,https://asas-sn.osu.edu/variables/AP16435498,T,EW,1.0,0.3614241,0.322351,4.0
402330440,65545368,39,-,01,1,1,0,1,1,2021-08-10 18:45:58.085000+00:00,3c3c3147-0fe6-4393-bc42-d47344741928,1,39,65545368,,-,,,,,,,,,-,,,,,,,-,,,,,
402339590,28542299,2,T,03,3,3,0,4,4,2021-03-23 03:27:21.385000+00:00,fd8e33e4-12a9-41b2-89ff-894f25d8b2dd,4,"2,2,2,2","28542299,28542304,28542302,28542303",V* BQ Aqr,T,EB*|V*|*|IR|X,E,0.001702,5.0,939,B,0,BQ Aqr,T,EA/RS,6.6205062,0.269297,1.0,J233609.00-162807.9,https://asas-sn.osu.edu/variables/409577,F,ROT:,0.548,0.0,1.243779,4.0
402373570,39478701,18,T,01,1,1,0,2,2,2020-01-14 16:38:19.160000+00:00,795f16f5-339c-42d9-be2d-8258573ef334,1,18,39478701,BD+30   367,T,EB*|PM*|V*|**|*|X,EC,0.002008,5.0,300431,B,0,ASAS J021757+3115.8,T,EW,0.310695,0.019702,1.0,J021757.85+311547.2,https://asas-sn.osu.edu/variables/134106,-,VAR,0.372,0.0,0.709963,4.0
402442892,48219898,25,-,01,1,1,0,1,1,2020-07-31 20:35:52.037000+00:00,40656849-9ddd-4560-b704-f81f1701f54b,1,25,48219898,TYC 4453-1672-1,-,*|IR,,,3.0,,,,,-,,,,,,,-,,,,,
402447670,34495155,11,F,02,2,2,0,2,2,2019-07-13 18:15:23.880000+00:00,0bf6b012-c70c-4fd3-8505-a7fb90cb1966,2,"11,10","34495155,34105933",HD  97986,-,*|IR,,,5.0,57141,B,0,NSV 18706,F,ELL,4.35384,0.031146,1.0,J111449.07-702138.7,https://asas-sn.osu.edu/variables/337580,-,VAR,0.618,272.1414536,2.014244,4.0
402546736,64591550,38,F,00-,0,1,1,2,2,2021-07-23 17:25:30.350000+00:00,bf0c8a0d-d412-4332-86f0-673cf6dc9747,1,38,64591550,* alf Cir,F,PM*|PM*|**|V*|a2*|*|IR|UV,,,5.0,9527,B,0,alf Cir,F,roAp+ACV,0.00474,0.007882,1.0,,,-,,,,,
402588351,65561412,39,T,04,4,4,0,4,4,2021-08-11 18:58:31.596000+00:00,ae5fd83e-52fe-4f19-a309-ed38dc79c4b3,1,39,65561412,,-,,,,,103042,B,0,ASAS J163159-6517.2,T,ED,1.294006,0.032163,1.0,J163157.63-651710.5,https://asas-sn.osu.edu/variables/427093,T,EA,1.0,1.2940899,0.423002,4.0
402624000,65551854,39,T,02,2,2,0,2,2,2021-08-07 22:50:49.712000+00:00,f3c5fa44-4267-4174-a941-55d861148d9a,2,"39,38","65551854,64590591",HD 130267,-,*|IR,,,5.0,412379,B,0,ASAS J145339-7719.6,T,ESD|ED,1.73836,0.036848,1.0,J145338.88-771936.4,https://asas-sn.osu.edu/variables/89142,-,VAR,0.748,397.8201563,1.240724,4.0
402726435,65541513,39,T,03,3,3,0,3,3,2021-08-14 00:31:19.964000+00:00,5fd439cd-e115-410e-b9ad-ebdee3683674,2,"39,38","65541513,64608288",TYC 9432-1329-1,-,*|IR,,,5.0,720689,,0,ASASSN-V J145612.25-765555.4,T,EA,0.801467,0.007409,1.0,J145612.16-765555.5,https://asas-sn.osu.edu/variables/AP47501752,T,EA,0.897,0.8014673,0.30643,4.0
402847318,48218596,25,-,01,1,1,0,3,3,2020-08-04 21:58:41.584000+00:00,82598edb-ce52-410a-83e4-715130bafc50,1,25,48218596,HD   6473,-,PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
402850557,65546971,39,F,05,5,5,0,6,6,2021-08-25 18:13:18.036000+00:00,9933dbab-73c7-403f-a546-53178d7b7a2a,1,39,65546971,,-,,,,,731500,,0,ASASSN-V J150109.22-770638.0,F,ROT,2.4253,0.007216,1.0,J150109.15-770638.2,https://asas-sn.osu.edu/variables/AP47499101,F,ROT,0.998,2.4252739,0.262504,4.0
402857166,65552219,39,-,01,1,1,0,2,2,2021-08-08 12:52:57.570000+00:00,bf1a616b-92e1-44b2-90e3-5abef2476210,1,39,65552219,,-,,,,,,,,,-,,,,,,,-,,,,,
402897917,46376575,24,-,01,1,1,0,1,1,2020-06-12 11:56:17.957000+00:00,20842b1f-b145-4f28-82b1-f528ca93e897,1,24,46376575,,-,,,,,,,,,-,,,,,,,-,,,,,
402918060,35156651,12,-,03,3,4,1,5,6,2020-11-08 13:50:43.182000+00:00,98688bd1-e463-4cd2-a1e1-f668c46dc685,1,12,35156651,SCR J1502-7214,-,PM*|PM*|PM*|PM*|*|IR,,,1.0,,,,,-,,,,,,,-,,,,,
402918064,35174421,12,-,00-,0,2,2,3,5,2020-04-22 18:56:35.809000+00:00,608c641e-59c7-4bee-a1d8-2c69037626da,1,12,35174421,TYC 9266-25-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
402936418,40162865,19,-,01,1,1,0,2,2,2020-02-08 16:50:48.109000+00:00,3d2d0ae5-354d-4822-9ac3-42e769e62d13,1,19,40162865,BD+87   199,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
402967151,65550147,39,-,01,1,1,0,1,1,2021-08-14 00:22:12.995000+00:00,706cf7de-79a6-4cd2-9b89-44fcac8e376b,1,39,65550147,,-,,,,,,,,,-,,,,,,,-,,,,,
402980664,40152399,19,-,01,1,1,0,3,3,2020-02-13 14:26:42.404000+00:00,46adb73a-daf6-4a7a-944c-23b2a0c2aa8c,2,"19,18","40152399,39475669",LP   12-502,-,PM*|PM*|PM*|*|IR,ROT,,1.0,,,,,-,,,,,,,-,,,,,
403037785,39488503,18,T,03,3,3,0,3,3,2020-01-21 17:02:41.220000+00:00,b49307b5-5019-4ca7-8f3d-4d26b823d7c6,1,18,39488503,V* XZ And,T,EB*|V*|*|IR,E,,5.0,51,B,0,XZ And,T,EA,1.3573091,0.041341,1.0,J015651.51+420600.8,https://asas-sn.osu.edu/variables/130081,-,VAR,0.386,0.0,1.432709,4.0
403083808,65541712,39,T,03,3,3,0,3,3,2021-08-16 16:50:33.895000+00:00,fba7ac58-e798-4646-956f-a4e4a8c68372,1,39,65541712,HD 133123,-,**|*|IR,,,3.0,99619,B,0,ASAS J150909-7614.2,T,ED,4.419389,0.019461,1.0,J150909.40-761409.0,https://asas-sn.osu.edu/variables/89162,-,VAR,0.532,0.0,1.100199,4.0
403090999,40148900,19,-,00-,-2,1,3,4,4,2020-02-27 17:06:55.480000+00:00,d05706c8-8481-4b26-b543-20af8e16eaac,1,19,40148900,,-,,,,,,,,,-,,,,,,,-,,,,,
403118245,39482131,18,-,01,1,1,0,1,1,2020-01-14 19:00:02.655000+00:00,b9aa19f8-972f-41a7-9629-1e55386af171,1,18,39482131,TYC 4450-498-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
403136415,50593670,28,-,00-,0,1,1,4,4,2020-10-17 13:28:40.384000+00:00,d93ef67e-8ad1-48af-ae1a-a6a9fd019335,1,28,50593670,UCAC4 174-208680,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
403136832,28445444,1,-,01,1,1,0,1,1,2018-12-07 19:09:09.816000+00:00,c0fb1d12-1dd6-4cb1-95b3-6856737de591,1,1,28445444,HD 210978,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
403136932,28445435,1,-,02,2,2,0,2,2,2018-12-13 21:46:42.119000+00:00,a4b7f6cd-7569-4406-90ce-4d99c1150f46,4,"1,1,1,1","28445435,28445426,28445428,28445430",2MASS J22150416-5416419,-,PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
403151961,50575028,28,-,02,2,2,0,3,3,2020-10-25 16:08:48.492000+00:00,43b04cf8-76c4-4b3e-ac87-874f50d37ea3,1,28,50575028,,-,,,,,,,,,-,,,,,,,-,,,,,
403152066,28445676,1,-,01,1,1,0,2,2,2018-12-14 18:56:43.786000+00:00,c90577fd-9933-4a6c-a549-9351a65b0030,1,1,28445676,HD 211177,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
403153647,28445354,1,T,03,3,3,0,7,7,2019-11-21 14:46:37.117000+00:00,2b2c9a21-4501-4643-8047-ac5acaa403fb,4,"1,1,1,1","28445354,28445357,28445359,28445365",V* DK Tuc,T,EB*|**|V*|*|IR|UV,,,5.0,37084,B,0,DK Tuc,T,EA,5.337933,0.078487,1.0,J222721.36-580000.8,https://asas-sn.osu.edu/variables/206460,-,VAR,0.447,0.0,1.924835,1.0
403189670,28445342,1,-,01,1,1,0,2,2,2019-11-21 14:42:05.583000+00:00,e6e07169-64ff-442c-a9af-f7600fbc614d,1,1,28445342,HD 212606,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
403228093,65543207,39,F,01,1,1,0,4,4,2021-08-14 12:47:34.985000+00:00,4c4eeaca-91b1-4eae-95de-673aae008472,1,39,65543207,Gaia EDR3 5791887407254169216,F,*|RR?,RRc,0.001782,3.0,99799,B,0,ASAS J151405-7625.3,F,RRC,0.352261,0.061378,1.0,J151405.71-762521.2,https://asas-sn.osu.edu/variables/89257,F,RRC,0.999,0.3522549,1.121035,4.0
