MAIN_ID,TIC_ID,Is_EB_SIMBAD,OTYPES,V__vartyp,angDist,Match_Score
CPD-82   799,401606923,-,*|IR,,,5
CPD-78  1329,401625800,-,*|IR,,,5
HD 128696,401626459,-,V*|PM*|*|IR|X,,,5
CD-77   655,401675210,-,*|IR,,,5
HD 125903,401677968,F,a2*|*|IR,,,5
HD  77883,401683991,-,PM*|*|IR,,,5
EC 21012-8236,401701823,-,PM*|*|*|IR,,,5
HD 199608,401701828,-,*|IR,,,5
HD 231093,401735441,-,*|IR,,,5
HD  77906,401744720,-,*|IR,,,5
HD  78082,401789773,-,*|IR,,,5
CD-86   147,401820823,F,Ro*|PM*|V*|*|IR|UV|X,rot,,5
CPD-88   203,401821253,-,PM*|PM*|*|IR,,,5
HD  10922,401840741,F,Ro*|PM*|V*|*|IR|X,rot,,5
SCR J0904-4851,401854047,-,PM*|PM*|*|IR,,,1
V* TT Hor,401869914,T,EB*|V*|*|IR|V*?,EB,,5
CD-46  1047,401872541,-,*|IR,,,5
CD-42  1129,401889117,-,PM*|*|IR,,,5
2MASS J19182027+1448191,401901381,-,PM*|*|IR,,,5
V* TU Hor,401913504,F,El*|SB*|PM*|V*|SB*|*|IR|UV,,,5
HD  24017,401925979,T,EB*|EB*|**|V*|*|IR,EW,,5
StKM 1-412,401926767,-,PM*|*|IR,,,5
ASAS J034949-0552.5,401928563,T,EB*|EB*|V*|**|*|EB?|IR,EW:,,5
HD  24171,401945732,-,PM*|*|IR,,,5
ASAS J035120-0331.4,401946845,T,EB*|EB*|V*|*|EB?|IR,EW:,,5
HD  24326,401969526,-,*|IR|UV,,,5
WASP-4,402026209,-,PM*|V*|*|IR,,,5
TYC 9431-2891-1,402030332,-,*|IR,,,5
ASAS J233041-6953.5,402065927,T,EB*|V*|*|IR,EW,,5
TYC 9427-184-1,402094180,-,*|IR,,,5
V* QY Hya,402107145,T,EB*|SB*|V*|*|IR|X,EB,,3
G 267-164,402112785,-,PM*|PM*|*|IR,,,2
HD 105830,402116291,-,*|IR,,,5
1SWASP J004633.78-333058.0,402130407,T,EB*|EB*|V*|*|EB?,EW:,0.00601,5
ASAS J233508-1549.3,402324760,T,EB*|EB*|EB*|V*|**|*|EB?|IR,EW:,,5
V* BQ Aqr,402339590,T,EB*|V*|*|IR|X,E,0.001702,5
BD+30   367,402373570,T,EB*|PM*|V*|**|*|X,EC,0.002008,5
TYC 4453-1672-1,402442892,-,*|IR,,,3
HD  97986,402447670,-,*|IR,,,5
* alf Cir,402546736,F,PM*|PM*|**|V*|a2*|*|IR|UV,,,5
HD 130267,402624000,-,*|IR,,,5
TYC 9432-1329-1,402726435,-,*|IR,,,5
HD   6473,402847318,-,PM*|*|IR,,,5
SCR J1502-7214,402918060,-,PM*|PM*|PM*|PM*|*|IR,,,1
TYC 9266-25-1,402918064,-,*|IR,,,5
BD+87   199,402936418,-,*|IR,,,5
LP   12-502,402980664,-,PM*|PM*|PM*|*|IR,ROT,,1
V* XZ And,403037785,T,EB*|V*|*|IR,E,,5
HD 133123,403083808,-,**|*|IR,,,3
TYC 4450-498-1,403118245,-,*|IR,,,5
UCAC4 174-208680,403136415,-,*|IR,,,5
HD 210978,403136832,-,*|IR,,,5
2MASS J22150416-5416419,403136932,-,PM*|*|IR,,,5
HD 211177,403152066,-,*|IR,,,5
V* DK Tuc,403153647,T,EB*|**|V*|*|IR|UV,,,5
HD 212606,403189670,-,*|IR,,,5
Gaia EDR3 5791887407254169216,403228093,F,*|RR?,RRc,0.001782,3
2MASS J22025453-6440441,403237836,F,PM*|Er*|*|*|*|IR,,,5
TYC 4244-364-1,403332208,-,*|IR,,,5
UCAC4 079-036177,403410574,-,*|IR,,138.881664,0
UCAC4 078-036346,403567861,-,*|*|IR,,0.0,5
HD 136616,403598330,-,*|IR,,,5
*   1 Per,403625251,T,EB*|V*|*|IR|UV,E,,5
UCAC4 506-034631,403693875,-,*|IR,,,1
TYC 8220-1096-1,403757320,-,*|IR,,,3
V* V473 Lyr,403786081,F,cC*|V*|*|IR|UV,SRD :,,3
V* NU Cep,404103665,T,EB*|V*|*|IR,E,,5
BD+64  1560,404113676,-,*|IR,,,2
UCAC2  10078851,404122633,-,*|IR,,,5
HD 183010,404123632,-,*|IR,,,5
Smethells 41,404156386,T,EB*|EB*|PM*|EB*|PM*|SB*|LM*|**|V*|PM*|*|IR|X,ED,,5
CD-51 12225,404160133,-,*|IR,,,5
HD 222806,404223181,-,PM*|*|IR,,,5
V* V382 Pav,404239187,F,dS*|V*|*|IR,,,5
WASP-108,404340025,-,*|*|IR,,,5
V* SS Oct,404378743,F,RR*|V*|*|IR|RR?|V*?,RRab,,5
BD-12   194,404460906,-,SB*|SB*|*|IR,,,5
HD  15554,404477044,-,*|IR,,,5
2MASS J04053964-4014103,404484288,-,PM*|*|IR,,,3
BD+07  2676,404549961,-,PM*|*|IR,,,5
HD 269921,404768019,F,Ro*|V*|*|IR|X,rot,,5
RMC 142,404768847,-,s*b|**|*|IR,,,5
HD 269912,404804908,-,*|IR,,,2
SOI 653,404851207,-,*|IR,,,4
BI 262,404852080,-,*|IR,,,4
SK -69  256,404852096,-,s*b|*|IR,,,4
HD 269960,404854539,T,EB*|V*|*,EC,0.021421,3
HD  38600,404927661,-,*|IR,,,5
SK -69  275,404966400,-,*|IR,,,2
OGLE LMC552.24.036005,404970655,T,EB*|EB*|NIR|*|*|IR|pA?,ENC,0.00044,3
ATO J113.2500-13.8273,405034090,-,blu|V*|*|IR,SIN,,3
ASAS J122224-7136.8,405040121,F,Ro*|V*|*|*|IR|X|Y*?,rot,,5
TYC 8233-2595-1,405177882,-,*|IR,,0.002647,5
HD  61044,405219270,-,*|IR|UV,,,5
Cl* NGC 2422    PMS     520,405219739,-,*|IR,,,5
Cl* NGC 2422    PMS     568,405220019,-,*,,2.466662,1
PM J12160-5614,405237154,F,Em*|Y*O|Ro*|PM*|V*|*|*|IR|X|Y*?,rot,,5
HD 106793,405387285,-,Be*|Be*|Em*|*|IR|UV,,,3
TYC 5441-707-1,405391996,-,*|IR,,,4
HD 110273,405448680,-,*|IR,,,5
V* BU Dra,405504882,T,EB*|V*|*|IR,E,,5
*  39 Cru,405520863,-,Em*|Be*|V*|*|IR|UV,,,5
V* CK Dra,405526704,T,EB*|V*|*|IR|X,E,,5
CD-31 10403,405533713,T,EB*|EB*|PM*|V*|**|*|IR|X,EC,,5
BD+39  3078,405540664,-,*|IR,,,5
V* V1091 Her,405543959,T,dS*|EB*|V*|V*|*|IR,SIN,,5
HD 116921,405553955,-,**|*|IR,,,5
2MASS J15390594+5732283,405559546,-,*|*|IR|X,,,5
* bet Cru,405567821,F,bC*|SB*|V*|bC*|**|*|*|IR|UV|X,,,3
V* V700 Cen,405605748,T,EB*|EB*|V*|*|EB?|IR,EA:,,5
HD 225022,405611380,-,*|IR|UV,,,5
KOI-7385,405685900,T,EB*|EB*|*|IR,E,,5
KOI-7381,405685992,T,EB*|EB*|*|IR,E,,5
HD 177876,405687343,T,V*|EB*|dS*|Er*|*|*|IR|UV,hybrid,,5
LP  105-469,405764176,-,PM*|*|IR,ROT,,5
Gaia EDR3 6061362107917642240,405910546,-,*|Y*?,,0.001012,3
V* PZ Tel,406095880,F,PM*|**|BY*|PM*|**|Ro*|V*|*|*|IR|X,rot,,5
HD 205982,406272866,-,*|IR,,,5
SCR J2142-6412,406276109,-,PM*|PM*|PM*|*|IR,,,1
TYC 8657-444-1,406333777,-,*|IR,,29.578707,1
TYC 8657-1309-1,406336313,-,PM*|*|IR,,,5
HD 207718,406343198,-,*|IR,,,5
V* ET Oct,406347247,T,EB*|V*|*|IR|V*?,,,5
BD-16    52,406352710,T,PM*|EB*|*|IR,,0.003588,5
V* AX Vul,406421379,T,EB*|V*|*|IR,E,,5
PHL  8121,406451090,T,blu|*|EB?|IR,EA:,,5
G 210-26,406484174,-,PM*|PM*|**|PM*|*|*|IR,ROT,,1
V* V831 Cen,406506263,F,**|El*|V*|*|IR|UV,,,3
TYC 4491-321-1,406681360,-,*|IR,,,4
V* RW Com,406732815,T,EB*|EB*|EB*|EB*|PM*|V*|SB*|*|*|IR|X,EW,,5
V* TX UMa,406758816,T,EB*|SB*|V*|*|IR|UV|X,E,,5
TYC 9436-794-1,406773707,-,*|IR,,,5
CRTS J112205.6+464334,406781370,T,EB*|*|EB?|IR,EW:,,5
V* EW Boo,406798603,T,EB*|V*|*|IR,EW,,5
TYC 9440-127-1,406864355,-,*|IR,,,5
HD 179557,406927322,-,PM*|*|IR|UV,,,5
UCAC4 744-056286,406929271,-,*|IR,,,5
ASAS J192112+4758.7,406947878,T,EB*|EB*|EB*|Er*|V*|*|IR,E,,5
V* V2363 Cyg,406951407,T,dS*|EB*|Er*|EB*|V*|*|EB?|IR,EW:,,5
KOI-7481,407000096,T,EB*|EB*|*|IR,E,,5
V* PS Aps,407064902,T,PM*|EB*|V*|*|IR,,,5
HD 137804,407125411,-,*|IR,,,5
TYC 2135-1827-1,407131841,-,SB*|*|IR,,,5
UCAC2    256870,407146536,-,*|IR,,,5
CD-82   271,407147727,-,*|IR,,,5
CPD-83   587,407165509,-,*|IR,,,5
HD 206923,407298349,-,*|IR,,,5
BD+41   357,407420381,-,PM*|*|IR,,,5
TYC 4504-418-1,407515765,-,**|*|IR,,,2
HD 157963,407575771,-,PM*|*|IR,,,5
HD 221202,407584737,-,**|*|IR,,,1
V* PS Vul,407594410,T,EB*|**|V*|*|IR|UV,,,3
CD-33   302,407625096,F,Ro*|PM*|V*|*|IR|X,rot,,5
CD-70  1592,407730326,-,PM*|*|IR,,,5
TYC 9449-2004-1,407823917,-,*|IR,,,5
HD 164480,407824089,-,PM*|*|IR,,,5
UCAC4 660-108130,407851974,-,SB*|V*|*|IR,,0.00097,5
HD 172164,407880289,F,a2*|*|IR,ACV,,5
HD  25464,407966688,-,*|IR,,,5
TYC   79-301-1,407991939,-,*|IR,,,5
PM J04063+1107,407999987,-,PM*|PM*|*|*|IR,,,5
HZ  2,408000326,-,WD*|WD*|blu|*|IR|UV,,,5
HD 286622,408000777,-,PM*|*|IR|X,,,5
HD    984,408012676,-,**|*|IR|X,,,5
BD-06    28,408012968,-,*|IR,,,5
HD   1064,408013666,-,blu|*|IR|UV,,,5
HD   6788,408049590,-,*|IR|UV,,,5
StKM 1-124,408068720,T,EB*|PM*|SB*|LM*|SB*|SB*|PM*|V*|*|*|IR,ED,,5
CRTS J051053.0+071722,408074920,T,dS*|EB?,EW:,0.014107,1
NGC  7142     6,408101275,-,*|IR,,,3
HD 241516,408112949,-,*|IR,,,3
V* AS Cet,408131298,-,LP*|V*|*|IR,,,1
TYC 8690-527-1,408147984,-,*|IR,,,5
HD   7021,408254278,-,V*|*|IR,,,5
ASAS J044225-2617.5,408256515,T,EB*|EB*|V*|V*|*|IR,SIN,,5
ASAS J044216-2549.5,408256672,T,EB*|EB*|PM*|V*|*|EB?|IR,EW:,,4
TYC 6051-905-1,408351795,-,*|IR,,,5
ATO J144.9905-19.3281,408351887,T,EB*|V*|V*|V*|*|IR,SIN,,5
* I Hya,408382023,-,Be*|**|Em*|*|IR|UV|X,,,3
TYC 6078-611-1,408436291,-,*|IR,,,3
BD-17  3742,408511121,-,*|IR,,,5
TYC 6117-676-1,408512382,-,*|IR,,,5
LP  796-24,408552008,-,PM*|*|IR,ROT,,5
LSPM J0440+3126,408651394,-,SB*|PM*|PM*|**|PM*|V*|*|*|IR|X,ROT,,1
LSPM J0440+3127,408651399,T,PM*|PM*|**|*|EB?|IR,,,0
HD 124234,408750249,-,**|*|IR|UV,,,5
V* EO Aur,408937625,T,EB*|SB*|V*|*|IR|UV,E,,5
HD 280753,408941991,-,*|IR,,,5
BD-15  1295,409011538,-,PM*|*|IR,,,5
TYC 5407-1275-1,409262929,-,*|IR,,,5
CD-28 12370,409283119,-,*|IR,,,5
TYC 5965-2398-1,409319306,T,EB*|EB*|*|IR,,,5
V* R CMa,409319605,T,dS*|PM*|V*|EB*|SB*|PM*|*|IR|UV|UV|X,E,,5
TYC 1448-2146-1,409343223,-,*|IR,,,3
RX J1248.2+1816,409345552,F,Ro*|PM*|V*|*|IR|X,rot,,5
*   9 And,409455615,T,EB*|SB*|V*|*|IR|UV,E,,5
HD  14477,409523757,-,**|*|IR|UV,,,5
ATO J035.4834+47.3600,409527600,T,*|EB?|IR,EA:,0.115765,2
GALEX J175340.5-500741,409644971,-,**|HS*|*|UV,,0.02604,2
BD-15  2429,409797166,T,EB*|EB*|PM*|V*|**|SB*|*|IR|UV|X,ED,,5
UCAC4 380-050338,409880242,-,*|IR,,0.0,5
HD 189995,409934330,-,**|*|IR,,,5
HD 190583,409934687,T,EB*|*|IR,,,5
HD  83713,409942986,T,EB*|V*|**|*|IR|X,EC,,3
HD  83988,409973553,-,PM*|*|IR|X,,,5
PM J10479-1531,410062743,-,PM*|PM*|*|*|IR|X,,,5
HD 206771,410087656,-,*|IR,,,5
HD 206746,410087698,-,*|IR,,,5
TOI-577,410094645,-,NIR|*|IR,,,3
BD-21  2625,410126347,-,*|IR,,,5
HD 214554,410151515,-,*|IR,,,5
TYC 9342-767-1,410154584,-,*|IR,,,5
UNSW-V 717,410155126,T,EB*|V*|*|IR,EW,,5
ASAS J233356-6911.2,410187905,T,EB*|V*|*|IR,EW,,5
2MASS J23382851-6749025,410213494,-,*|*|*|IR,,,5
HD 222259B,410214984,-,PM*|**|V*|*|IR,,,5
TYC 6025-462-1,410245402,-,*|IR,,,2
* gam01 Oct,410255832,-,PM*|*|IR|UV,,,5
BD-21  2959,410299018,T,EB*|PM*|V*|*|IR|X,EC,,5
HD   3982,410305336,-,*|IR,,,5
HD  87054,410352592,-,*|IR,,,5
V* RR Men,410354930,T,EB*|V*|*|IR,,,3
V* PP Hya,410359089,F,El*|V*|*|IR|UV,,,5
V* OZ Hya,410359381,T,EB*|**|V*|*|IR,E,,1
CD-86    44,410367494,-,*|IR,,,5
TYC 6080-1407-1,410392940,-,PM*|*,,1.335689,3
*  31 Men,410418820,T,EB*|SB*|V*|*|IR|UV,E,,5
HD  64811,410447919,F,Ro*|*|IR|UV,,,3
TYC 8915-485-1,410448693,-,*|IR,,,5
TOI-681,410450228,-,*|IR,,,5
CD-59  1787,410451083,-,SB*|SB*|*|IR,,,5
V* V460 Car,410451502,-,LP*|V*|*|*|IR,,,5
V* V422 Car,410451777,F,V*|a2*|*|*|IR|X,,,5
HD  10294,410477617,-,PM*|V*|*|IR,,,5
HD  66482,410487677,-,PM*|*|IR,,,5
V* V383 Cep,410522328,T,EB*|V*|*|IR|UV,E,,5
V* CX Mus,410578942,T,EB*|V*|*|IR,E,,5
UCAC4 714-019698,410620593,-,SB*|*|IR,,,5
HD 102579A,410654298,-,PM*|**|*|IR,,,5
HD 145946,410860364,-,**|*|IR,,,3
HD  21551,410868364,-,*|*|IR|UV,,,5
HD 208392,411043004,T,Be*|EB*|**|V*|Em*|*|IR|UV,E,,1
TYC 9230-2074-1,411049587,-,*|IR,,,5
TYC 8711-1832-1,411116222,-,*|IR,,46.922089,1
HD 208606,411311989,-,*|IR,,,5
CD-54  4621,411416726,F,Y*O|Em*|Ro*|V*|Y*O|*|*|IR|X,rot,,5
V* RR Cen,411451519,T,EB*|EB*|PM*|SB*|V*|*|IR,E,,5
ASAS J122201-5737.8,411614400,F,Ro*|V*|*|IR|X|Y*?,rot,,5
TYC 8679-313-1,411704509,-,*|IR,,,5
HD 127994A,411712609,-,PM*|**|*|IR,,,5
HD 109789,411813179,F,a2*|*|IR,,,5
HD 109830,411817263,F,a2*|*|IR,ACV,,5
HD 208761,411853476,-,*|IR|UV,,,5
V* V1209 Cen,411900341,T,EB*|V*|*|IR,,,5
CRTS J180446.2-620428,411950369,T,EB*|*|IR,Ecl,0.0,5
HD 181793,412014494,-,*|IR|UV,,,5
ASAS J000202-6653.3,412063998,T,EB*|EB*|V*|*,,0.020101,1
TYC 8349-1845-1,412471212,-,*,,0.035682,3
HD 209145,412638243,-,V*|V*|Be*|*|IR|UV,,,5
V* DK Cep,412638697,T,EB*|V*|*|IR,E,,2
TYC 5974-2665-1,412773968,-,*|IR,,,5
HD 112268,412872277,-,*|IR,,,5
WRAY 15-1254,412904424,F,WR*|Em*|*|*|IR,,,3
SCR J1338-5518,412941718,-,PM*|PM*|*|IR,,,1
CD-54  5331,412942849,-,*|IR,,,5
HD  71833,412961700,-,**|*|IR|UV,,,5
TYC 6006-1522-1,413162396,-,*|IR,,,5
HD  83104,413205850,-,**|*|IR|UV,,,5
CRTS J093634.2-233600,413251449,T,PM*|EB*|*|IR,Ecl,,5
TYC 8686-389-1,413288074,-,PM*|*|IR,,,5
HD 137315,413337672,-,*|IR|UV,,,5
HATS-2,413376180,-,*|IR,,,5
TYC 8707-1211-1,413514661,-,*|IR,,,5
IRAS 22246+5800,413746112,-,*|IR,,,5
TYC 8695-803-1,413885551,-,*|IR,,,5
TYC 8695-333-1,413890807,-,*|IR,,,5
HD 125422,413920366,-,PM*|*|IR,,,5
CD-59  5212,413953023,-,*|IR,,,5
LS III +56   55,414019028,-,*|IR,,,5
V* V1003 Cen,414205172,-,LP*|V*|*|IR|LP?,,,5
HD 213232,414870003,-,*|IR,,,5
Gaia EDR3 2784454721363618432,414921792,-,PM*|*|WD?|WD?,,0.003873,3
HD  61490,415152477,F,a2*|*|IR|UV,,,5
PM J08441-2229,415434008,-,PM*|PM*|*|IR,,,5
NSVS  15604588,415434817,T,*|EB?|IR,E,,5
ASAS J084535-2157.9,415528958,T,EB*|V*|*|IR,E,,5
HD 202758,415687649,-,**|*|IR,,,5
BD-22  3525,415873588,-,*|IR,,,5
ASAS J224836-2018.7,415969184,T,EB*|V*|*|IR,EW,,4
ASAS J135646+2245.2,416024040,T,EB*|V*|*|EB?|IR,EA:,,3
HD 214419,416028609,F,WR*|cC*|SB*|V*|Em*|WR*|*|IR,E,,5
TYC 3928-717-1,416195870,-,*|IR,,,5
UCAC4 695-065574,416264037,T,EB*|*|IR,ELCVn,,5
HD 180024,416401395,-,*|IR|UV,,,5
HD 180005,416401558,-,*|IR,,,5
HD 179836,416404269,-,*|IR|UV,,,5
TYC 3562-1452-1,416528957,T,EB*|EB*|*|IR,E,,5
LSPM J1227+5048,416541087,-,PM*|*|IR,,,5
TYC 3935-1634-1,416599994,-,*|IR|X,,0.001885,5
KOI-7371,416635004,T,EB*|EB*|*|IR,E,,5
TYC  657-636-1,416802566,-,*|IR|X,,,5
HD  23083,416837221,-,**|**|*|IR|UV,,,5
HD  48710,417023667,-,*|IR|UV,,,5
V* V1191 Cyg,417052182,T,EB*|SB*|V*|*|IR,E,,5
TYC 8689-1411-1,417068600,-,*|IR,,,5
[GGM2006]  5079549,417118871,T,EB*|EB*|**|*|EB?|IR,EW:,,5
HD 352436,417126296,-,*|IR,,,2
V* BW Boo,417175621,T,EB*|SB*|V*|*|IR|UV,E,,3
HD 352426,417249252,-,*|IR,,,5
V* V536 Cyg,417277789,T,EB*|V*|*|IR,E,,5
HD 235542A,417436387,T,EB*|**|V*|*|IR,EA,0.002352,5
V* V654 Cas,417585921,T,EB*|V*|*|*|IR,EA/SD,,5
TYC 4605-764-1,417705690,-,*|IR,,,5
BD+68   389,417728463,-,*|IR,,,5
V* AS Cam,417728778,T,EB*|SB*|V*|*|IR|UV,E,,5
HD 189977,417734853,-,*|IR,,,5
TYC 4602-1892-1,417765877,-,*|IR,,,4
BD+65   751,417849730,-,**|*|IR|X,,,5
UCAC4 641-017664,417885833,-,PM*|SB*|V*|*|IR,,0.001049,5
2MASS J12065679+6533245,417917644,-,*|*|IR|X,,,5
TYC 4603-163-1,418221292,-,*|IR,,,5
V* V1175 Cas,418244848,T,EB*|V*|*|IR,,,5
2MASS J13063680-8037015,418255064,-,*|IR,,,5
HD 205494,418256166,-,*|IR,,,5
V* CU Cam,418292424,T,EB*|V*|*|IR|UV,,,5
HD 113694,418295363,-,**|*|IR|UV,,,5
HD  44028,418348129,-,*|IR|X,,,5
HD 197515,418366403,-,**|*|IR,,,5
HD  13965,418372012,-,*|IR,,,5
CD-78   556,418527327,-,*|IR,,,5
TYC 9434-1894-1,418614625,-,*|IR,,,3
HD 120362,418633250,-,PM*|PM*|*|*|IR,,,5
TYC 9509-677-1,418720347,-,*|IR,,,3
HD 217465,418998975,-,PM*|**|*|IR,,,5
HD 214380,419008564,-,PM*|*|IR,,,5
HD  66623,419152938,T,V*|EB*|PM*|PM*|V*|*|IR|X,EB,,5
HD 341327,419412647,-,*|IR,,,5
TYC 8647-639-1,419499281,-,*,,0.00222,5
HD 110698,419575080,-,blu|**|*|IR|UV,,,3
V* CR Ind,419635446,T,EB*|V*|*|IR,EW,,5
HD 205726,419744996,-,*|IR,,,5
TYC   40-569-1,419959752,-,*|IR,,,5
TYC   41-837-1,419994344,-,*|IR,,,5
TYC   38-1191-1,419994778,-,*|IR,,,3
UCAC2  31798972,419997373,-,NIR|*|IR,,,5
UCAC4 836-016481,420110967,-,PM*|*|IR,,,1
TYC 4456-522-1,420114772,-,*|IR,,,2
V* AR Lac,420116962,-,**|SB*|V*|Em*|RS*|*|IR|Rad|UV|X,E,,5
TYC 4456-1768-1,420137341,-,*|IR,,,4
TYC 4027-207-1,420469129,-,*|IR,,,5
TYC 4347-1486-1,420574964,-,*|IR,,,5
Gaia EDR3 5898935893701856128,420581415,-,PM*|*|WD?|WD?,,0.001934,3
TYC 8725-1120-1,420618833,-,*|IR,,,3
CE 440,420636075,-,PM*|PM*|*|IR,,,5
TYC 4508-478-1,420645189,-,PM*|*|IR,,,5
HD  19438,420645952,-,*|*|IR|X,,,5
V* DI Cam,420757505,T,PM*|EB*|V*|*|IR,,,5
TYC 8717-98-1,420831478,-,*|IR,,,5
TYC 3537-1701-1,420899356,-,*|IR,,,5
TYC 3529-1515-1,420947520,T,EB*|V*|V*|*|IR,,,5
HD  36077,420962954,T,EB*|V*|*|IR,EW,,5
V* CW Cas,421110675,T,EB*|EB*|EB*|EB*|PM*|**|V*|*|IR|X,E,,5
HD 105495,421191260,T,EB*|*|IR,,,5
TYC 8728-870-1,421285598,-,*|IR,,,5
HD 239033,421307009,-,**|*|IR,,,2
HD 239035,421307045,-,*|IR,,,5
TYC 3928-90-1,421334320,-,PM*|*|IR,,,5
V* PW Tel,421438914,F,a2*|V*|*|IR|UV,,,5
HD 206222,421714420,-,**|*|IR|UV,,,2
V* V642 Cyg,421718004,T,EB*|V*|*|EB?|IR,E,,5
HD 211853,421782795,T,EB*|WR*|SB*|V*|Em*|**|*|IR,,,5
HD   8620,421966453,-,*|IR,,,5
HD 189650,421990917,-,*|IR,,,5
TYC 8784-980-1,422038373,-,*|IR,,,3
TYC 6046-1019-1,422168383,-,*|IR,,,5
BD+07  2591,422246362,-,*|IR,,,5
TYC  882-711-1,422251657,-,PM*|*|IR,,,5
TYC  883-364-1,422252417,-,PM*|*|IR,,,2
HD 113078,422284103,-,*|IR,,,5
HD 117780,422327572,T,EB*|EB*|EB*|V*|**|*|IR|X,EC,,5
BD+09  2716,422332463,-,*,,0.001374,5
HD 208629,422518554,-,*|IR|UV,,,5
BD+04   337,422681602,-,**|*|IR,,,2
* alf Psc,422692360,F,**|a2*|**|V*|*|IR|UV,,,1
BD+72   820,422828596,-,*|IR,,,3
TYC   45-1252-1,422844353,T,SB*|EB*|V*|*|IR,,,5
NSVS  12072146,422914426,T,EB*|V*|*|EB?|IR,EB,,5
Cl* NGC 1039      W    1944,422920321,-,*|IR,,,3
TYC   46-1005-1,422965201,-,*|IR,,,5
2MASS J17230201+4720429,422987634,-,SB*|V*|*|IR,,,5
TYC 9030-460-1,423019526,-,*|IR,,,5
TYC 2082-285-1,423027012,-,*|IR,,,5
WASP-142,423275733,-,V*|*|IR,,,5
V* KY Hya,423279462,T,EB*|V*|*|IR,,,5
PN A66   46,423311936,F,Pu*|blu|PN|blu|V*|*,PULS,0.000719,3
V* EV Cet,423358373,T,EB*|EB*|V*|*|EB?|IR,EW:,,5
GSC 06588-00672,423363853,-,PM*|**|*|IR,,,3
V* TX Cet,423387084,T,EB*|Em*|V*|*|IR,E,,5
BD-07   399,423438520,-,*|IR,,,5
GSC 05297-00974,423439467,T,EB*|V*|*|EB?|IR,EW:,,5
Gaia EDR3 5106733402188456320,423442532,F,Ro*|*,rot,0.031386,1
BD-19  3220,423524230,-,*|IR,,,5
HD  98174,423525873,-,*|IR|UV,,,3
HD 107454,423530755,-,PM*|*|IR,,,5
BD-19  3472,423539160,-,*|IR,,,5
UCAC2  24351857,423591132,-,*|IR|X,,,5
HD 116769,423592983,-,**|*|IR|UV,,,4
HD 116895,423605038,-,**|*|IR,,,5
BD-13    86,423638958,-,*|IR,,0.003134,5
TYC 6133-350-1,423659431,-,*|IR,,,5
HD   8911,423702143,-,*|IR,,,5
V* XZ Cet,423761480,F,V*|RR*|*|IR,,,5
GD 1068,423761655,F,PM*|HS*|Pu*|blu|HS*|V*|*|IR,PULS,,5
TYC 6468-912-1,423785115,-,*|IR,,,2
CD-39  1360,423833748,T,EB*|V*|*|IR,,,5
TYC 9027-1226-1,423987361,-,*|IR,,,5
[SK98] 122,424008045,T,EB*|*|EB?|IR,EA:,,5
LSPM J1844+7408,424389265,-,PM*|PM*|*|IR,ROT,,1
NSVS   2949812,424461577,T,EB*|V*|*|IR,E,,5
V* V994 Her,424508303,T,**|EB*|V*|*|IR|UV,,,1
V* V1143 Cyg,424719589,T,PM*|EB*|PM*|PM*|V*|SB*|*|IR|UV|X,E,,5
V* V939 Cyg,424721218,T,RR*|EB*|Pu*|V*|*|IR|RR?,RRc,,5
TYC 8388-1514-1,424796997,-,*|IR,,,2
BD+64   352,424806327,-,Pe*|*|IR,,,3
HD 140826,424886328,-,PM*|*|IR|UV|X,,,3
TYC 5919-1348-1,424992973,-,*|IR,,,3
HD 269696,425064757,-,SB*|**|HS*|PM*|blu|blu|V*|SB*|*|IR,E,,5
SK -69  174,425068409,-,*|IR,,,1
SK -69  177,425068761,-,*|IR,,,4
V* FK Eri,425077106,T,EB*|V*|*|IR,,,5
HD 269700,425081475,-,s*b|Em*|V*|EmO|*|IR,,,1
SK -67  169,425084841,-,*|IR,,,5
HD  18273,425138696,-,*|IR,,,5
Gaia EDR3 3158071830502039424,425144137,-,blu|*,,0.001253,3
TYC 4724-570-1,425158608,-,*|IR,,,5
HD  24615,425161190,-,*|IR,,,5
HD  24666,425161840,-,*|IR,,,5
G  89-17,425166925,-,PM*|PM*|*|IR,,,1
BD+08  1762,425168089,-,*|IR,,,5
TYC  772-1272-1,425172025,-,Pe*|*|IR,,,3
BD+07  1721,425206121,-,**|*|IR,,,5
ATO J111.5581+07.6801,425206178,-,V*|blu|*,SIN,0.036713,0
V* KS Eri,425215390,T,EB*|V*|*|IR,,,5
HD  58730,425223388,T,EB*|*|IR|UV,,,5
CD-58  4463,425368089,-,*|IR|Y*?,,,5
HD 116645,425506424,F,Ro*|V*|*|IR|X,rot,,5
HD 177022,425549135,T,EB*|**|*|IR,E,,4
HD 137068,425644107,T,EB*|V*|*|IR,E,,5
HD 177217,425650962,-,*|IR,,,5
HD 137525,425655411,-,*|IR,,,5
TYC 8375-2516-1,425675208,-,*|IR,,,3
TYC 9268-941-1,425805760,-,*|IR,,,5
V* RV Phe,425863844,F,RR*|Pe*|V*|*|IR|RR?,RRab,,5
LEHPM 5856,425864141,-,PM*|*|IR,,,5
HD 203127,425865429,-,PM*|*|IR,,,5
CPD-63     6,425906099,-,*|IR,,,5
CPD-62    12,425931249,-,*|IR,,,5
UPM J0014-6003,425933644,F,PM*|Er*|TT*|PM*|*|*|*|IR,,,5
UCAC3 53-724,425937691,-,LM*|PM*|TT*|*|*|IR,,,0
