OID,n_OID,V,Name,TIC_ID,Is_EB,Type,Period,angDist,Match_Score
9706,B,0,CC Com,367683204,T,EW,0.2206864,0.257307,1
225783,B,0,V0635 Lac,367691816,T,EA,2.0217,0.055945,1
15603,B,0,V0792 Her,367782212,T,EA/GS/RS,27.537084,0.041582,1
1547550,,0,BMAM-V745,367815306,T,EA,68.4048,0.36792,1
1546288,,0,BMAM-V729,367835766,F,HB,3.67796,0.024694,1
1546347,,0,BMAM-V732,367853806,T,EA,311.509,0.016306,1
417468,B,0,Swift J2341.0+7645,367911750,-,AM,0.1008034,0.030586,1
2213374,,3,KELT KC04C014792,368118204,T,EA,8.474906,0.051566,1
3992,B,0,IM Aur,368180294,T,EA,1.24728553,0.075494,1
1517843,,0,ASASSN-V J173930.29+184702.8,368207862,T,EA,0.727418,0.011283,1
106911,B,0,ASAS J173945+1758.7,368208585,T,EW,0.275701,0.01098,1
106978,B,0,ASAS J174040+1756.3,368208652,T,ED,3.254363,0.089486,1
8402,B,0,XY Cep,368319105,T,EA/SD,2.774515,0.035916,1
1547569,,0,BMAM-V747,368334916,T,EA,23.5152,0.031328,1
629586,B,0,WISE J004702.3+683230,368452480,T,EA,0.5495714,0.204107,1
1627307,,0,PMAK V75,368779536,T,EA,3.95709,0.064912,1
120227,B,0,ASAS J205558-3626.9,369218857,T,EW,0.32751983,0.028181,1
1627316,,0,HD 15364,369283035,T,EA+HB,9.5347,0.029328,1
14078,B,0,BT Eri,369362290,T,EA/SD:,2.112269,0.054606,1
75777,B,0,ASAS J035807-4125.9,369370898,T,ED,1.710469,0.070234,1
36165,B,0,V1148 Tau,369612470,F,ELL:,1.06066,0.090205,1
633767,B,0,WISE J042422.8-715118,370101325,-,MISC,0.5090808,0.096964,1
76396,B,0,ASAS J043933-7146.6,370101492,T,EC,1.6319,0.019087,1
632999,B,0,WISE J043943.7-682633,370104936,T,EW,0.3847283,0.149422,1
76424,B,0,ASAS J044040-7149.6,370117800,T,EC|ESD,0.6598,0.014386,1
121659,B,0,ASAS J215022-5424.0,370239669,T,ED,2.15402,0.218461,1
555865,B,0,ASASSN-V J024438.48-835124.1,370243555,T,EA,1.082861,0.084524,1
122016,B,0,ASAS J220931-5927.3,370247078,T,EC,0.36258,0.024242,1
40215,B,1,NSV 1591,370327409,-,,,0.005591,1
409902,B,0,HD 133246,370676773,F,ACV|ELL,1.79858,0.012261,1
58670,B,0,OR Lup,370678161,T,EA,7.55596,0.089554,1
6238,B,0,V0485 Car,370881475,-,BE,,0.045802,1
1543433,,0,2MASS J09424635-6853060,370955883,F,BY,157.425,0.0045,1
6239,B,0,V0486 Car,370960295,T,EB,1.093893,0.028398,1
13093,B,0,V2173 Cyg,371066950,F,SPB,0.315679,0.097051,1
99740,B,0,ASAS J151218-3333.9,371119381,T,ESD,0.785728,0.034952,1
281555,B,0,ASAS J151244-3117.0,371122327,F,ROT,3.101,0.040218,1
2213444,,3,KELT KC05C19062,371165722,T,EA,2.25024,12.778098,1
1546446,,0,MASCARA-4,371443216,T,EP,2.82406,0.004885,1
8553,B,0,GS Cep,371480725,T,EA,1.471625,0.010516,1
558275,B,0,ASASSN-V J225238.43+593343.5,371672675,T,EA|EB,0.716988,80.721524,1
1547566,,0,BMAM-V746,371706494,T,EA,13.3262,0.020236,1
272076,B,0,HD 309851,371733347,F,TTS/ROT,1.8164,0.174049,1
2168847,,0,ZTF J231625.19+543045.2,371991062,T,EW,0.4203124,76.414028,1
281865,B,0,ASAS J203829-6932.1,372042000,F,ROT,5.145,0.049078,1
6150,B,0,V0397 Car,372096094,F,DCEPS,2.06347,0.026714,1
25108,B,0,V0388 Pav,372344502,F,DSCTC,0.15826,0.057863,1
230377,,0,NSVS 8856262,372366518,T,EW,0.55859238,0.609966,1
256230,B,0,Cl* NGC 637 138,372724060,F,BCEP,0.220434,0.048298,1
256229,B,0,Cl* NGC 637 7,372724095,F,BCEP,0.19237,0.061438,1
161359,B,0,OO Dra,372759279,T,EA+DSCT,1.2383832,0.113894,1
728746,,0,ASASSN-V J100921.84-673638.1,372810731,F,ROT,1.8333,0.017743,1
76212,B,0,ASAS J042745-5812.0,372816629,T,EC,0.90902,0.023692,1
91012,B,0,ASAS J101056-6939.3,372894799,T,EC|ESD,0.7279,0.074179,1
54404,B,0,NSV 15969,372900006,-,VAR,0.102,0.150652,1
841764,,0,ASASSN-V J075754.65-630401.6,372911002,T,EA,32.74,83.018527,1
6126,B,0,V0373 Car,372913367,-,GCAS,,0.066363,1
6109,B,0,V0356 Car,372913684,F,ACV,1.45576,0.03193,1
76137,B,0,ASAS J042346+1020.3,372918167,T,ED,3.6753,69.361617,1
36160,B,0,V1143 Tau,372993938,F,SPB,1.2641,0.053931,1
1502691,,0,ASASSN-V J042816.50+075038.8,373029274,T,EB,1.0767,0.02117,1
8749,B,0,V0397 Cep,373128383,T,EA,2.086835,0.016378,1
300458,B,0,ASAS J043503+0839.5,373136578,F,ROT,11.76,0.149562,1
40282,B,1,NSV 1658,373139866,T,E:,,0.078528,1
368743,B,0,CSS_J044320.3+060927,373364179,T,EA,,0.045837,1
76480,B,0,ASAS J044420+0941.0,373414766,T,EB,0.68549,0.167731,1
236413,,0,LMC V2434,373431012,F,BY,,0.216987,1
1540343,,0,NEV422,373702832,T,EA,4.03385,0.021599,1
2219138,,3,LMC V2627,373778750,-,VAR,,0.015127,1
235143,B,0,LMC V2562,373843852,-,WR,,64.675282,1
235143,B,0,LMC V2562,373843860,-,WR,,95.933774,1
57129,B,0,NSV 18694,374018378,F,SR,,0.262376,1
729443,,0,ASASSN-V J104005.02-531010.6,374083993,T,EA,1.9886,0.010357,1
411464,B,0,ASAS J103944-4859.8,374095457,F,ACV,3.1878,0.226496,1
56,B,0,AB And,374265995,T,EW,0.3318912,0.055177,1
39326,B,1,NSV 702,374566577,-,,,0.033043,1
702819,,0,2MASS J02042874+5945477,374704025,T,EA,0.916802,44.268658,1
740656,,0,ASASSN-V J160830.70-382826.8,374732772,F,ROT,6.3292,0.017825,1
54168,B,0,NSV 15733,374827128,T,EA,2.2713868,0.048844,1
75531,B,0,V1377 Tau,374828411,T,EW,0.282709,0.022661,1
840421,,0,ASASSN-V J055445.35-603353.4,374859582,T,EA,1.305,0.015937,1
2213184,,3,KELT KS20C010842,374860586,T,EA,2.932084,77.646661,1
78538,B,0,ASAS J055509-6258.5,374910314,F,RRC,0.374512,0.024787,1
136327,B,0,AK Pic,375034557,F,TTS/ROT,2.6,0.153829,1
272013,B,0,HIP 31878,375058105,F,TTS/ROT,9.065,0.051809,1
482376,B,0,SSS_J055619.7-490042,375148300,T,EB|EW,0.470423,0.038034,1
482376,B,0,SSS_J055619.7-490042,375148305,T,EB|EW,0.470423,25.344585,1
624076,B,0,[MS98] 66-00044,375160191,-,VAR,,17.372515,1
281286,B,0,ASAS J100658-6352.1,375310963,F,ROT,0.7271,0.07658,1
144386,B,0,V0839 Cep,375422201,T,EA,9.9634,0.0587,1
63894,B,1,NSV 25459,375506058,-,VAR:,,0.588459,1
8397,B,0,WW Cep,375599392,T,EA/SD:,4.600848,0.070298,1
144395,B,0,V0881 Cep,375853985,T,EA,2.333711,0.071779,1
144394,B,0,V0880 Cep,375854079,T,EA,27.33,0.067944,1
130301,B,0,NSVS 3315253,376023519,T,EB|EW,0.364383,0.342622,1
2213652,,3,KELT KC11C014718,376067182,T,EA,3.1776271,0.082107,1
8403,B,0,XZ Cep,376162807,T,EB/DM:,5.097249,0.00939,1
732241,,0,ASASSN-V J120222.29-581338.2,376486632,T,EA,2.6024,0.053979,1
144398,B,0,V0898 Cep,376499580,T,EA,2.874775,0.260895,1
144295,B,0,V0409 Cam,376595143,T,EA,6.6764,0.086629,1
225467,B,0,HD 88844,376612691,F,BCEP,0.186016,0.021246,1
115637,B,0,ASAS J192847-6905.3,376631833,T,EA,0.82923,0.046135,1
57838,B,1,NSV 19403,376687723,-,,,0.232449,1
8406,B,0,ZZ Cep,376891083,T,EA/DM,2.141798,0.10353,1
8406,B,0,ZZ Cep,376891085,T,EA/DM,2.141798,3.730419,1
8399,B,0,WY Cep,376963666,T,EB/KE:,1.249056,0.025999,1
611116,B,0,ASASSN-V J190030.72+591214.1,377055044,T,EA,1.495644,0.055365,1
13688,B,0,RX Dra,377190161,T,EA/DM,3.7863886,0.093543,1
13758,B,0,BH Dra,377192658,T,EA/SD:,1.81723857,10.60142,1
13758,B,0,BH Dra,377192659,T,EA/SD:,1.81723857,0.029537,1
13802,B,0,DG Dra,377251803,F,ELL,0.5713698,0.059576,1
174789,B,0,NSVS 3056525,377253090,T,EW,0.4245444,0.008275,1
130250,B,0,NSVS 3057732,377296926,T,EW,0.431392,0.14238,1
13916,B,0,KK Dra,377307592,T,EA,1.1928372,0.015158,1
15729,B,0,V0918 Her,377459689,T,EW/RS,0.574815,0.050777,1
8414,B,0,AH Cep,377506471,T,EB/DM,1.7747505,0.018951,1
8582,B,0,IM Cep,377611329,T,EB,0.92157203,0.140773,1
715829,,0,ASASSN-V J231337.28+595306.8,377662721,T,EA,0.51686,0.018509,1
244759,B,0,KID 06293266,377912448,F,ELL,0.846759,0.091997,1
170067,B,0,ASAS J193726+4146.7,377912676,F,RS,5.212,0.086929,1
623661,B,0,TYC 4284-529-1,378042585,T,E,1.6295,0.107185,1
242931,B,0,KID 05285607,378089068,T,EA,3.899402,0.150823,1
716066,,0,ASASSN-V J102023.84-643714.0,378117290,F,ROT,0.528365,0.011139,1
13028,B,0,V2108 Cyg,378395625,T,EB,2.56038,0.039389,1
631238,B,0,WISE J000246.4+695224,378584712,T,EW,0.2893554,0.111474,1
305041,B,0,HIP 292,378644852,-,VAR,2.65322,0.108658,1
436114,B,0,GDS_J1202263-610326,378885645,-,VAR,,0.124646,1
2213678,,3,KELT KC12C030478,379215982,T,EA,3.39,0.346395,1
10918,B,0,tet 2 Cru,379339467,F,BCEP:,0.0889,0.09485,1
6723,B,0,V0392 Cas,379376585,T,EB,4.54056,0.473277,1
625744,B,0,GSC 04319-00930,379628820,T,EA,1.665556,0.055068,1
1627309,,0,BMAM-V749,379631121,T,EA,16.21,0.01467,1
10831,B,0,AI Cru,380117288,T,EA/KE,1.4177073,0.08415,1
94578,B,0,ASAS J120724-5957.1,380127556,T,RRC|EC|ESD,0.451076,0.043997,1
104910,B,0,ASAS J171002-5758.4,380161624,T,EA,8.52815,0.079374,1
51552,B,0,V2475 Cyg,380290003,F,DCEP,11.6,0.021086,1
11414,B,0,V0494 Cyg,380298140,T,EB,1.794321,0.238074,1
735141,,0,ASASSN-V J170938.64-674025.5,380333768,T,EA,3.4338,0.005123,1
93926,B,0,ASAS J114358+0957.3,380618882,T,ED,6.469231,0.086965,1
108242,B,0,ASAS J175636-6308.6,380659334,T,EC|ESD,0.349448,0.096706,1
37967,B,0,EP Vir,380675208,F,ACV,2.2246,0.102221,1
250709,B,0,FN Cru,380679651,F,TTS/ROT,3.942,0.10065,1
305737,B,0,HIP 99804,380794470,-,VAR,3.11177,0.176179,1
2213717,,3,KELT KS32C10121,380825087,T,EA,3.5496987,0.510197,1
10961,B,0,VW Cyg,381009148,T,EA/DS,8.4303102,0.070952,1
11389,B,0,V0469 Cyg,381011161,T,EA/SD+DSCT,1.3124957,0.102061,1
36138,B,0,V1121 Tau,381167995,T,EB:,0.824226,0.043158,1
104134,B,0,ASAS J165726-6727.8,381236322,T,RRC|DSCT|DSCTr|EC|ESD,0.217802,0.053862,1
545495,B,0,GDS_J1210011-640003,381257866,-,VAR,,0.112885,1
281360,B,0,ASAS J121206-6554.9,381838186,F,ROT,3.309,0.030868,1
121219,B,0,ASAS J212954-5620.1,381857817,T,EA,0.702429,0.048587,1
54678,B,0,NSV 16243,381949031,-,VAR,0.09181,0.121315,1
305198,B,0,HIP 23693,381949122,-,VAR,3.49614,0.066565,1
13658,B,0,AP Dor,381950094,T,EW,0.427187,0.075901,1
77310,B,0,ASAS J051753-5406.0,382067804,T,ED,26.132426,0.024294,1
77334,B,0,ASAS J051837-5803.2,382069435,T,EA+BY,5.4915,0.002685,1
77386,B,0,ASAS J052041-5619.1,382101519,T,ED,1.3445,0.04082,1
281006,B,0,ASAS J052314-5751.1,382157212,F,ROT,0.8388,0.067173,1
13669,B,0,BB Dor,382256692,-,NL/VY,0.154095,0.578714,1
77701,B,0,ASAS J053123-5812.2,382266319,T,EC,0.344282,0.02929,1
1543591,,0,2MASS J22214971-4209031,382383684,F,BY,99.485,0.011485,1
123017,B,0,ASAS J232017-4403.9,382425148,T,EW,0.36508875,0.018565,1
123035,B,0,ASAS J232137-4557.0,382450659,T,EW,0.287927,0.038378,1
64513,B,0,NSV 26078,382455766,F,ROT,0.709,0.6486,1
57738,B,0,NSV 19303,382497314,F,ACV,4.3572,0.03774,1
409785,B,0,HD 64369,382512330,F,ACV,0.89113,0.022646,1
839260,,0,ASASSN-V J075038.64-620753.2,382528174,F,RRC,0.319518,24.267019,1
844216,,0,ASASSN-V J075310.30-623448.1,382574311,-,VAR,,0.006922,1
839316,,0,ASASSN-V J075515.17-604854.5,382631664,T,EW,0.33247,20.342415,1
33912,B,0,V1096 Sco,382794993,F,TTS/ROT,1.234,0.125963,1
411180,B,0,ASAS J085715-5835.2,383285551,-,GCAS,,0.008587,1
281368,B,0,ASAS J121546-8625.0,383298321,F,ROT,2.281,0.090624,1
57763,B,0,NSV 19328,383346621,F,ROT,0.58373,0.491121,1
356013,B,0,CSTAR n020508,383427491,T,EA,5.79838,0.043787,1
88389,B,0,ASAS J085916-5747.1,383604347,F,DSCT,0.105363,0.093771,1
272042,B,0,TYC 8586-2431-1,383615666,F,TTS/ROT,0.4379,0.076745,1
272001,B,0,TYC 8586-518-1,383664368,F,TTS/ROT,0.9198,0.271553,1
18616,B,0,V0576 Lyr,383722507,T,EB,0.53355,0.147729,1
98938,B,0,ASAS J144843-4205.8,383858742,T,EC,0.321122,0.032147,1
88527,B,0,ASAS J090232-5653.4,384031569,T,ED,20.82242,0.032061,1
630157,B,0,WISE J162303.4-810025,384274371,T,EA,2.5972111,0.020671,1
717652,,0,ASASSN-V J090358.18-543807.3,384352343,T,EW,0.614117,71.924518,1
632994,B,0,WISE J090435.6-540059,384355530,T,EW,0.9606936,0.103087,1
6699,B,0,V0368 Cas,384654908,T,EA,4.451642,0.070306,1
6434,B,0,CC Cas,384812248,T,EB/DM,3.368753,0.028611,1
241977,B,0,GALEX J032139.8+472716,384992041,F,R,0.26584,0.013343,1
25536,B,0,RT Per,385105755,T,EA/SD,0.84940032,0.045295,1
726279,,0,ASASSN-V J091127.12-591502.6,385458269,T,EA,1.4204,0.017404,1
75611,B,0,V1274 Tau,385557214,F,RS,6.448,0.217737,1
88951,B,0,ASAS J091351-5532.4,385626507,-,GCAS,,0.021077,1
410870,B,0,ASAS J072519-1627.5,385916950,T,ED|ESD,1.562868,0.169661,1
89071,B,0,ASAS J091704-5454.1,386166904,T,EA,12.354527,0.012555,1
2212874,,0,KELT KJ06C041313,386423419,T,EA,5.79088,0.002348,1
87166,B,0,ASAS J083150-1529.0,386431674,T,EA,8.740733,0.124089,1
736857,,0,ASASSN-V J155725.25-313105.6,386872373,T,EA,4.0954,0.016604,1
411583,B,0,ASAS J111233+2330.2,386956587,-,MISC,1.84379,0.07635,1
732102,,0,ASASSN-V J181326.47-682457.0,387061852,T,EA,2.5672,0.017312,1
113216,B,0,ASAS J185538-6228.9,387107961,T,ED,2.714704,0.053987,1
305374,B,0,HIP 45920,387176295,-,VAR,0.08975,0.114387,1
89235,B,0,ASAS J092139-5554.5,387178621,T,ED,16.372,0.034516,1
630331,B,0,WISE J203709.7+701048,387261279,T,EW,0.3405648,0.011522,1
51899,B,1,NSV 13275,387409286,-,,,1.348711,1
9219,B,0,EE Cet,387463207,T,EW,0.379925,5.516672,1
74978,B,0,ASAS J025155+0824.9,387513120,T,EC,0.303638,0.120672,1
74979,B,0,ASAS J025202+0930.6,387513384,T,EW,0.29747143,0.033722,1
230119,,0,NSVS 3303649,387562256,T,EA,10.37780272,0.190494,1
75040,B,0,KO Cet,387586260,T,EB,0.880485,0.018375,1
718608,,0,ASASSN-V J065254.86+152502.6,387614873,T,EW,0.665222,0.011242,1
253463,B,0,V0973 Cep,387627109,F,HADS,0.08063046,0.289233,1
1689116,,0,ZTF J065238.63+141437.5,387684419,T,EW,0.3944828,119.872429,1
2213686,,3,KELT KC24C010630,387901176,T,EA,3.71386,0.117887,1
300632,B,0,ASAS J211025+7045.9,388039429,F,ROT,0.6089,0.070898,1
409606,,0,FX CMi,388086679,T,EA,5.59222,0.023461,1
1547379,,0,WASP-119,388104525,T,EP,2.49979,0.005724,1
76014,B,0,ASAS J041451-6814.2,388129029,T,EC,0.29728,0.061689,1
39798,B,0,NSV 1174,388179896,T,EC,0.30985,0.06092,1
184621,B,0,V2646 Cyg,388245308,T,EW,0.35465,0.040512,1
144408,B,0,V0953 Cep,388436487,T,EA/RS,1.54912,0.042844,1
98301,B,0,ASAS J142933-6014.6,388483448,T,EA,14.16832,0.026945,1
409805,B,0,HD 70749,388501486,F,ACV,2.3581,0.006021,1
623633,B,0,HIP 117380,388508344,-,VAR,1.4615,0.180805,1
16902,B,0,OZ Lac,388705796,T,EW,0.5162596,0.015957,1
282811,B,0,HR 4454,388843945,T,EA,2.2096,1.635737,1
95134,B,0,ASAS J123305+0431.5,388940613,T,EC|RRC|BCEP|DSCT|ESD,0.452598,0.027807,1
88583,B,0,ASAS J090354-8833.1,389015383,T,EA,0.873857,0.093079,1
702390,,0,EPIC 210384744,389019515,F,DSCT,0.056864,0.054314,1
137616,B,0,CK Ind,389023278,F,GDOR+DSCT,0.88547,0.021223,1
305174,B,0,HIP 19376,389051511,T,EB,9.16422,0.130324,1
76833,B,0,V1841 Ori,389167885,F,RS,2.763,0.102565,1
493323,B,0,SSS_J121028.7-341836,389258220,T,EA,0.559793,0.045662,1
18796,B,0,BO Mic,389423271,F,BY,0.3804,0.046932,1
632264,B,0,WISE J013011.6+644353,389469408,T,EA,1.2644102,20.211092,1
137548,B,0,CY Mic,389476160,T,EA/RS,1.6287358,0.071516,1
119980,B,0,ASAS J204836-4609.7,389609806,T,EW,0.805827,0.095262,1
121072,B,0,ASAS J212417-4455.0,389658055,T,EW,0.32834371,0.031409,1
633239,B,0,WISE J013241.4+650405,389696073,T,EW,0.2438834,0.037624,1
14785,B,0,CP Gru,389726435,T,EA,2.08615,0.041422,1
123056,B,0,ASAS J232247-4248.7,389728831,T,EW,0.26088369,0.046636,1
14807,B,0,DP Gru,389754101,T,EA,3.8035,0.127812,1
144424,B,0,V1116 Cas,389761749,F,BCEP,0.6741,0.085688,1
185427,B,0,GSC 04640-00416,389773936,T,EW,0.274143,40.000696,1
185427,B,0,GSC 04640-00416,389773940,T,EW,0.274143,0.047406,1
41342,B,0,NSV 2718,389869955,F,RRC,0.321776,0.011736,1
13690,B,0,RZ Dra,389916225,T,EB/SD:,0.5508738,0.013174,1
2205028,,0,ZTF J182911.81+563043.4,389968719,T,EW,0.3317962,1.966449,1
1547478,,0,BMAM-V741,390020415,T,EA,10.7107,0.029545,1
130231,B,0,NSVS 3034155,390021728,T,EB|EW,0.302035,1.680924,1
7240,B,0,V0909 Cas,390122587,F,BCEP,0.20647,0.125041,1
10917,B,0,del Cru,390320354,F,BCEP,0.151038,0.070895,1
6361,B,0,TX Cas,390408482,T,EB/DM,2.92687,0.025872,1
683751,B,0,tet Car,390442076,F,HB,2.2026,0.048957,1
16299,B,0,V0340 Hya,390554357,T,EA,3.64741,0.070752,1
95436,B,0,V0415 Vir,390632932,T,EW,0.373705,0.117925,1
2215349,,0,PMAK V92,390661644,T,EA+HB,5.081,0.040716,1
4651,B,0,CR Cam,390896668,-,BE:,,0.044303,1
630892,B,0,WISE J211301.4+722749,390950556,T,EW,0.2909746,1.508109,1
56934,B,1,NSV 18499,390955053,-,IA:,,0.686902,1
28226,B,0,V0526 Sgr,390996644,T,EA/DM,1.91938,0.078561,1
75821,B,0,ASAS J040137-5342.1,391474560,F,DSCT,0.094855,0.086523,1
89024,B,0,ASAS J091551-4901.2,391627568,T,ED:,10.880354,0.029813,1
144338,B,0,V0736 Car,391643922,T,EA,17.7997,0.016935,1
415941,B,0,ASAS J104717-6207.4,391728166,T,SR|EC|ESD|ED,1044.0,41.341005,1
2219220,,0,LMC V3053,391813522,-,IA,,64.402503,1
42067,B,0,AW Men,391902612,T,EA,4.5521,0.034173,1
410812,B,0,ASAS J070607-7549.2,391903064,T,ESD|ACV|EC,6.6928,0.119224,1
82384,B,0,ASAS J070959-7208.2,391927558,T,ESD|EC,0.542916,0.026711,1
57249,B,1,NSV 18814,392031929,-,,,0.514571,1
696594,,0,EPIC 202919250,392102300,-,VAR,5.725421,37.419524,1
37233,B,0,DF UMa,392402786,F,BY,,0.137926,1
557405,B,0,ASASSN-V J183207.74+263312.9,392531346,T,EA,0.466813,0.037073,1
1499996,,0,NEV398,392536805,T,EA+GDOR,8.40971,0.029956,1
232387,B,0,NSVS 2953494,392536812,T,EW,0.4561,0.941184,1
683783,B,0,BD-17 3689,392596382,F,GDOR,0.603409,0.015282,1
16560,B,0,AY Ind,392756613,F,BY+UV,6.669,0.413053,1
38028,B,0,HT Vir,392909786,T,EW,0.407672,0.17361,1
461499,B,0,GDS_J0842312-461654,393340631,-,VAR,,0.641313,1
172619,B,0,V0461 Vel,393344055,T,EA+BE,1.50941,0.036444,1
409063,B,0,WASP-63,393414358,T,EP,4.37808,0.066174,1
92561,B,0,ASAS J105851-2619.5,393420032,F,HADS,0.166364,0.080443,1
636580,B,0,WISE J043023.9-592805,393491149,-,MISC,0.5543551,0.515839,1
34659,B,0,AO Ser,393636596,T,EA/SD+DSCT,0.87934745,0.021722,1
96308,B,0,ASAS J132225+0554.4,393702163,F,RS,16.158,92.331664,1
15868,B,0,V1057 Her,393787548,T,EA,0.9434,0.126054,1
77511,B,0,ASAS J052526-2256.2,393803650,T,EA/RS,6.7625,0.060906,1
9636,B,0,UU Com,393819751,F,ACV+DSCTC,,0.017789,1
1546103,,0,BMAM-V711,393824894,T,EA,7.098087,0.035657,1
23039,B,0,V2553 Oph,393871721,T,EW,0.45757,0.024433,1
5127,B,0,CI CVn,393894013,T,EA,0.8158743,0.049322,1
122695,B,0,ASAS J225626-3600.9,393943031,T,EW,0.44979338,0.017242,1
4405,B,0,BY Boo,393960365,F,LB:,,0.038614,1
121763,B,0,ASAS J215628-5506.4,393978805,T,EC,0.421775,0.19654,1
121774,B,0,ASAS J215704-5606.0,394006752,T,EA,0.4548896,0.023558,1
50522,B,2,NSV 11898,394130313,-,,,9.438095,1
280838,B,0,ASAS J001723-6645.1,394137224,F,ROT,6.645,0.051268,1
1547368,,0,HD 1397,394137592,T,EP,11.53533,0.012318,1
242471,B,0,KIC 4150611,394177355,T,EA+DSCT+EA+EA,94.1982,0.036621,1
242505,B,0,KID 03335816,394179202,T,EA,7.421991,0.111662,1
18444,B,0,V0404 Lyr,394179296,T,EA+GDOR,0.730943,0.130716,1
476764,B,0,HD 114721,394200417,F,ACV,2.3338,0.054785,1
75190,B,0,ASAS J031113-7402.7,394230860,T,ED,28.969025,0.023299,1
476887,B,0,HD 115226,394272819,F,ACV,2.9882,0.061574,1
90606,B,0,ASAS J095908-7958.5,394277816,T,ESD|ED,0.86177,0.076907,1
476924,B,0,HD 115440,394308408,F,ACV,5.4421,0.014037,1
91151,B,0,ASAS J101503-8112.2,394452884,T,ESD|ED,0.302679,0.031385,1
58182,B,1,NSV 19747,394508465,-,,,0.212933,1
120883,B,0,ASAS J211720-6225.4,394517162,T,ED,0.59344,0.042718,1
281933,B,0,ASAS J231458-6334.5,394596952,T,EC,0.283837,0.083911,1
18697,B,0,AK Men,394699148,T,EW,0.4124405,0.021538,1
9377,B,0,DR Cha,394728064,T,EA,19.4436,0.0818,1
11054,B,0,DL Cyg,394881270,T,EA/DM,4.8303889,0.010363,1
133829,B,0,V0350 Mus,394896142,T,EW,0.738108,0.045447,1
734524,,0,ASASSN-V J110054.56-782332.8,394914071,T,EA,3.2365,0.013737,1
96824,B,0,ASAS J134028-7333.5,395181620,F,RRC:,0.328659,55.675082,1
19948,B,0,LX Mus,395182898,T,EA,11.75056,0.03559,1
9384,B,0,DY Cha,395186118,F,SPB,0.96738,0.034629,1
97002,B,0,ASAS J134735-7659.3,395398543,T,EA,0.76756,0.049011,1
412110,B,0,ASAS J135730-7316.9,395833811,T,EA,1.94087,0.011098,1
630740,B,0,WISE J022440.9+764613,395943466,T,EA,0.2989769,0.626015,1
706741,,0,ASASSN-V J140155.45-751333.7,396004353,T,EA/HW,0.1315312,0.008801,1
300435,B,0,ASAS J022945+7206.0,396059992,F,ROT,9.311,0.068713,1
144682,B,0,V0707 And,396134795,T,EA,2.588628,0.013791,1
117402,B,0,ASAS J195530-7115.7,396170777,T,ED,6.565431,0.01107,1
144411,B,0,V0961 Cep,396201681,T,EA,7.03848,0.035969,1
20469,B,0,DD Oct,396215041,T,EA,2.83071,0.079355,1
7288,B,0,bet Cas,396298498,F,DSCTC,0.101036676,0.07243,1
2201640,,0,ZTF J000904.86+581648.0,396300606,F,RS,1.2989021,0.135737,1
97762,B,0,ASAS J141222-7403.3,396424970,F,DSCT,0.139343,0.093433,1
97810,B,0,ASAS J141409-7642.0,396537777,F,RRC,0.249433,0.039798,1
2213341,,3,KELT KC02C24957,396615018,T,EA,1.631148,1.444235,1
3342,B,0,V0539 Ara,396903513,T,EA+SPB,3.169094,0.065162,1
76025,B,0,ASAS J041534+0146.0,396954096,T,EC|ESD,0.302653,0.13847,1
23225,B,0,ES Ori,397048159,T,EA/DM,1.605463,0.115379,1
54198,B,1,NSV 15763,397143405,-,,,0.781045,1
409937,B,0,HD 162108,397156705,F,ACV,0.78797,0.039382,1
4555,B,0,SV Cam,397184624,T,EA/RS,0.593072,0.04816,1
93855,B,0,ASAS J114101-4609.2,397364524,T,EC|ESD,0.539776,0.028487,1
94169,B,0,ASAS J115213-2945.9,397424972,F,RRC,0.42263,0.013173,1
281307,B,0,ASAS J104125-6940.8,398085117,F,ROT,2.512,0.051955,1
73846,B,0,IK Cet,398673007,T,EW,0.543266,0.054733,1
280882,B,0,ASAS J020843-1005.2,398732845,T,EC,0.31542,0.179536,1
40505,B,0,NSV 1881,398842325,T,EA,0.529455,0.137701,1
92258,B,0,ASAS J104914-6744.8,398850090,T,ED,13.182673,0.020972,1
95572,B,0,ASAS J125052-1919.1,398985393,T,EC,0.439468,0.102038,1
37983,B,0,FL Vir,399087412,-,UV,,0.754419,1
4438,B,0,DM Boo,399181042,F,BY:,,0.037111,1
272078,B,0,CP-69 1432,399247311,F,TTS/ROT,1.0305,0.141823,1
92404,B,0,ASAS J105344-6821.0,399253092,T,ED,4.36046,0.071019,1
630998,B,0,WISE J014606.4+642054,399271789,T,EA,0.3836012,0.004024,1
172663,B,0,V0772 Car,399423563,T,EB,0.88417,0.016269,1
122609,B,0,ASAS J225000-2316.4,399577123,T,EC,0.311957,0.014594,1
26083,B,0,V0559 Per,399587190,F,ACV:,,0.13101,1
6346,B,0,RX Cas,399626383,T,DPV:/EB/GS,32.3257,0.011408,1
9157,B,0,BI Cet,399702726,F,RS,0.5202,0.06641,1
130233,B,0,V0570 Dra,399788405,T,EB,0.4304361,0.017828,1
24265,B,0,V1202 Ori,399814051,T,EA,1.10194,0.056459,1
8519,B,0,EX Cep,399832376,T,EA/DM,13.43444,0.114828,1
36241,B,0,ksi Tau,399947158,T,EA/DM,7.1466,0.162666,1
621655,B,0,HD 76568,400136687,-,GCAS,,0.006883,1
106413,B,0,ASAS J173318+1430.3,400302671,T,EC|DSCT|ESD,0.325188,0.033693,1
683710,B,0,HD 76805,400445441,F,ELL,1.09766,2.525451,1
